date,Date,Open,Close,High,Low,Volume,Code
2017-09-12,2017-09-12,12.199,11.357,11.357,11.091,846183.0,000001
2017-09-13,2017-09-13,12.307,11.248,11.357,11.16,668237.0,000001
2017-09-14,2017-09-14,12.248,11.14,11.406,11.061,883087.0,000001
2017-09-15,2017-09-15,12.111,11.111,11.14,10.973,646094.0,000001
2017-09-18,2017-09-18,12.071,11.071,11.14,11.022,607612.0,000001
2017-09-19,2017-09-19,12.071,10.953,11.16,10.904,764212.0,000001
2017-09-20,2017-09-20,11.963,11.111,11.189,10.874,787154.0,000001
2017-09-21,2017-09-21,12.081,11.278,11.327,11.022,692407.0,000001
2017-09-22,2017-09-22,12.248,11.258,11.337,11.13,593927.0,000001
2017-09-25,2017-09-25,12.258,11.111,11.268,11.002,532391.0,000001
2017-09-26,2017-09-26,12.081,10.874,11.12,10.786,967460.0,000001
2017-09-27,2017-09-27,11.835,10.756,10.904,10.727,727188.0,000001
2017-09-28,2017-09-28,11.805,10.707,10.805,10.648,517220.0,000001
2017-09-29,2017-09-29,11.746,10.933,10.983,10.687,682280.0,000001
2017-10-09,2017-10-09,12.386,11.12,11.455,11.081,1325227.0,000001
2017-10-10,2017-10-10,12.15,11.288,11.317,11.15,747925.0,000001
2017-10-11,2017-10-11,12.298,11.347,11.396,11.16,658077.0,000001
2017-10-12,2017-10-12,12.357,11.366,11.396,11.288,578065.0,000001
2017-10-13,2017-10-13,12.376,11.179,11.376,11.071,737375.0,000001
2017-10-16,2017-10-16,12.179,11.406,11.416,11.111,1036250.0,000001
2017-10-17,2017-10-17,12.435,11.327,11.465,11.298,506372.0,000001
2017-10-18,2017-10-18,12.347,11.504,11.514,11.327,871365.0,000001
2017-10-19,2017-10-19,12.455,11.445,11.534,11.386,722764.0,000001
2017-10-20,2017-10-20,12.406,11.298,11.406,11.229,461808.0,000001
2017-10-23,2017-10-23,12.209,11.012,11.219,10.973,1074465.0,000001
2017-10-24,2017-10-24,12.022,11.209,11.238,11.002,618871.0,000001
2017-10-25,2017-10-25,12.179,11.091,11.189,11.071,418573.0,000001
2017-10-26,2017-10-26,12.071,11.002,11.14,10.943,928996.0,000001
2017-10-27,2017-10-27,12.012,11.376,11.376,11.002,1360086.0,000001
2017-10-30,2017-10-30,12.366,11.376,11.544,11.268,1278246.0,000001
2017-10-31,2017-10-31,12.366,11.357,11.396,11.209,627491.0,000001
2017-11-01,2017-11-01,12.376,11.219,11.406,11.14,692617.0,000001
2017-11-02,2017-11-02,12.179,11.357,11.396,11.081,604308.0,000001
2017-11-03,2017-11-03,12.307,11.209,11.494,11.17,743343.0,000001
2017-11-06,2017-11-06,12.238,11.101,11.238,10.914,1029902.0,000001
2017-11-07,2017-11-07,12.091,11.731,11.898,11.071,2477163.0,000001
2017-11-08,2017-11-08,12.809,11.937,12.39,11.74,4262825.0,000001
2017-11-09,2017-11-09,13.006,12.134,12.37,11.957,2295289.0,000001
2017-11-10,2017-11-10,13.173,12.104,12.351,11.957,1757552.0,000001
2017-11-13,2017-11-13,13.154,12.695,12.892,12.154,2566906.0,000001
2017-11-14,2017-11-14,13.744,12.744,13.049,12.606,1780302.0,000001
2017-11-15,2017-11-15,13.695,12.695,12.921,12.567,1263052.0,000001
2017-11-16,2017-11-16,13.695,12.892,12.911,12.469,1200814.0,000001
2017-11-17,2017-11-17,13.961,12.97,13.246,12.823,2064149.0,000001
2017-11-20,2017-11-20,13.921,14.023,14.023,12.843,2843925.0,000001
2017-11-21,2017-11-21,14.846,14.22,14.555,13.787,2495327.0,000001
2017-11-22,2017-11-22,15.25,14.86,14.998,14.25,2570231.0,000001
2017-11-23,2017-11-23,15.909,14.122,14.998,13.846,2429142.0,000001
2017-11-24,2017-11-24,15.063,14.329,14.358,13.561,2630189.0,000001
2017-11-27,2017-11-27,15.073,13.709,14.073,13.531,2064085.0,000001
2017-11-28,2017-11-28,14.63,13.482,13.63,13.187,1766432.0,000001
2017-11-29,2017-11-29,14.512,13.6,13.709,13.256,1564094.0,000001
2017-11-30,2017-11-30,14.482,13.167,13.512,13.049,1379635.0,000001
2017-12-01,2017-12-01,14.187,12.793,13.266,12.754,1784933.0,000001
2017-12-04,2017-12-04,13.843,13.089,13.157,12.793,1454023.0,000001
2017-12-05,2017-12-05,13.941,13.089,13.276,12.892,1723681.0,000001
2017-12-06,2017-12-06,14.049,12.872,13.059,12.587,1619844.0,000001
2017-12-07,2017-12-07,13.843,12.626,12.931,12.547,1181957.0,000001
2017-12-08,2017-12-08,13.685,12.882,12.882,12.547,1351315.0,000001
2017-12-11,2017-12-11,13.872,13.285,13.354,12.675,2261952.0,000001
2017-12-12,2017-12-12,14.187,12.813,13.266,12.813,1743405.0,000001
2017-12-13,2017-12-13,13.793,12.921,12.99,12.675,1289248.0,000001
2017-12-14,2017-12-14,13.941,12.793,13.098,12.705,1001997.0,000001
2017-12-15,2017-12-15,13.695,12.518,12.724,12.469,1099952.0,000001
2017-12-18,2017-12-18,13.528,12.547,12.705,12.439,805464.0,000001
2017-12-19,2017-12-19,13.587,13.069,13.108,12.537,2397942.0,000001
2017-12-20,2017-12-20,13.99,13.049,13.098,12.921,1106245.0,000001
2017-12-21,2017-12-21,13.97,13.325,13.463,12.951,1485203.0,000001
2017-12-22,2017-12-22,14.285,13.305,13.413,13.236,742900.0,000001
2017-12-25,2017-12-25,14.305,13.039,13.64,12.951,1585567.0,000001
2017-12-26,2017-12-26,14.049,13.443,13.472,12.98,1123688.0,000001
2017-12-27,2017-12-27,14.364,13.079,13.561,12.98,1366566.0,000001
2017-12-28,2017-12-28,14.069,13.0,13.246,12.813,1553030.0,000001
2017-12-29,2017-12-29,14.0,13.089,13.217,12.892,982915.0,000001
2018-01-02,2018-01-02,14.138,13.482,13.709,13.108,2081592.0,000001
2018-01-03,2018-01-03,14.512,13.118,13.64,12.99,2962498.0,000001
2018-01-04,2018-01-04,14.108,13.039,13.157,12.921,1854509.0,000001
2018-01-05,2018-01-05,14.0,13.089,13.138,12.941,1210312.0,000001
2018-01-08,2018-01-08,14.039,12.754,13.079,12.656,2158620.0,000001
2018-01-09,2018-01-09,13.754,12.872,12.99,12.715,1344345.0,000001
2018-01-10,2018-01-10,13.833,13.256,13.276,12.715,2403277.0,000001
2018-01-11,2018-01-11,14.197,13.187,13.374,13.059,1443877.0,000001
2018-01-12,2018-01-12,14.236,13.335,13.463,13.197,1353991.0,000001
2018-01-15,2018-01-15,14.295,13.974,14.102,13.285,3122394.0,000001
2018-01-16,2018-01-16,14.945,13.974,14.151,13.797,2444549.0,000001
2018-01-17,2018-01-17,15.102,14.004,14.565,13.974,2656294.0,000001
